nid,title,regist_dt,relm,creat_yr,category,region,isbn,relte_area,writer,doc_prdctn_dt,cpyrht,job_se,url
6410386,"서울지역 물재생센터 부근의 악취특성 조사",20151022002210,정책연구자료,2006,환경,서울시전체,1229-3660,보건환경연구원,"신진호 등",20130711,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410386
6410387,"서울시내 도장시설에서의 악취물질 농도 분포 특성 평가",20151022002233,정책연구자료,2006,환경,서울시전체,1229-3660,보건환경연구원,"권승미 등",20130711,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410387
6410388,"다중이용시설내 휘발성유기화합물 분포특성 연구",20151022002232,정책연구자료,2006,환경,서울시전체,1229-3660,보건환경연구원,"류인철 등",20130711,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410388
6410389,"유행성 호흡기계 바이러스질환에서 Human Metapneumovirus의 감염",20151022002231,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"송미옥 등",20130711,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410389
6410390,"서울지역 설사환자에서 분리한 Shigella flexneri의 분자생물학적 특성",20151022002230,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"승현정 등",20130711,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410390
6410391,"시판 먹는 샘물의 중온 및 저온세균의 미생물학적 변화",20151022002229,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"홍채규 등",20130711,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410391
6410392,"PCR을 이용한 식중독균 동시분석의 증균조건",20151022002228,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"이향 등",20130711,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410392
6410393,"서울지역 설사환자에서 분리한 Shigella sonnei의 항생제내성 및 PFGE를 이용한 Molecular Typing",20151022002227,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"진영희 등",20130711,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410393
6410394,"ICP-MS를 이용한 서울지역 유통 한약재 중의 미량금속 함량(2006)",20151022002225,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"홍윤정 등",20130711,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410394
6410395,"서울지역 유통 한약재의 성상검사에 관한 고찰(2006)",20151022002224,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"황영숙 등",20130711,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410395
6410396,"시중 유통 한약재중 잔류이산화황의 모니터링(2006)",20151022002205,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"박애숙 등",20130711,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410396
6410397,"서울지역 유통 한약재 중 잔류농약 모니터링(2006)",20151022002222,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"조태희 등",20130711,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410397
6410398,"ICP-OES를 이용한 화장품 중의 크롬과 네오디뮴의 분석",20151022002206,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"박주성 등",20130711,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410398
6410399,"시중 유통의약품 중 잔류용매분석",20151022002207,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"김화순 등",20130711,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410399
6410400,"ICP를 이용한 메이크업제품에서의 미량금속함량에 관한 연구",20151022002152,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"윤용태 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410400
6410401,"서울지역 유통 수산건제품 중 중금속 함량",20151022002153,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"김동규 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410401
6410402,"서울특별시 강북지역 유통 농산물 중 농약잔류실태조사(2006)",20151022002154,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"박성규 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410402
6410403,"서울 강북지역 유통 농산물 중 내분비계장애 추정농약의 잔류실태(2006)",20151022002155,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"조성애 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410403
6410404,"Diniconazole 등 10종의 신규농약 동시분석법 연구",20151022002156,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"김현정 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410404
6410405,"서울시 강서지역 유통 농산물 중의 농약잔류 실태조사(Ⅱ)",20151022002157,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"홍미선 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410405
6410406,"서울 강서지역 유통 농산물 중 내분비계 장애 추정농약의 잔류실태 조사(Ⅱ)",20151022002158,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"전수진 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410406
6410407,"강서지역 항공방제 후 농산물의 농약 잔류성 조사",20151022002159,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"김일영 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410407
6410408,"국산 해조류의 납, 수은 및 카드뮴 함량",20151022002204,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"황영옥 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410408
6410409,"시중 유통농산물 중 내분비계 장애 추정농약의 잔류실태 조사(2006)",20151022002203,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"이춘영 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410409
6410410,"시중 유통농산물 중의 농약 잔류실태 연구(2006)",20151022002202,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"황광호 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410410
6410411,"LC/MSD를 이용한 카바메이트계 농약의 정성분석",20151022002201,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"이명숙 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410411
6410412,"ESI 및 APCI-LC/MSD를 이용한 네오니코티노이드계 농약 분석법 비교",20151022002200,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"김현정 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410412
6410413,"GC-MS/MS를 이용한 농산물의 잔류농약 분석법 연구",20151022002147,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"윤은선 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410413
6410414,"식품원료 약용식물의 중금속 분석",20151022002146,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"유인실 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410414
6410415,"HPLC-DAD를 이용한 빙과류와 음료에서의 타르색소 동시분석",20151022002151,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"김남훈 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410415
6410416,"시중유통 음료류 중 당 함량",20151022002144,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"박영애 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410416
6410417,"생식?선식의 일반영양성분 조성 및 미생물 분포",20151022002150,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"김욱희 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410417
6410418,"Vanillin 처리된 Fresh-cut 상추의 Shelf Life",20151022002148,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"서영호 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410418
6410419,"레토르트식품 중 Al, Pb, Cd 함량",20151022002149,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"김연천 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410419
6410420,"패스트푸드점 튀김식품 중의 트랜스지방 함량",20151022002145,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"양혜란 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410420
6410421,"과자류 중 지방산 조성 및 트랜스 지방 함량 조사",20151022002143,정책연구자료,2006,건강,서울시전체,1229-3660,보건환경연구원,"김은희 등",20130417,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410421
6410422,"도축된 소?돼지의 미생물 오염도 조사",20151022002139,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"김주영 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410422
6410423,"소와 돼지의 도체에서 Clostridium perfringens의 분리와 특성",20151022002138,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"채희선 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410423
6410424,"도체표면에서 분리된 Listeria monocytogenes의 혈청형과 병원성유전자의 동정",20151022002137,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"채희선 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410424
6410425,"HPLC-MSD를 이용한 식육 중 합성항균제의 동시분석",20151022002136,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"홍인석 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410425
6410426,"올림픽공원의 저서동물상과 생태계 관리 대책",20151022002129,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"배경석 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410426
6410427,"활성탄에 흡착된 PCDDs/DFs의 추출효율 평가",20151022002123,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"엄석원 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410427
6410428,"분자생물학적 기법을 이용한 Hydrocarbon Degradation Monitoring 및 평가",20151022002130,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"전은미 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410428
6410429,"여재의 유효경이 여과효율에 미치는 영향",20151022002131,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"박진아 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410429
6410430,"고령화된 매립침출수에서의 질산화 발생",20151022002132,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"이제승 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410430
6410431,"지하수중 질산성질소의 오염과 거동특성에 관한 연구",20151022002133,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"김익수 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410431
6410432,"비발암성 물질의 인체 위해성 평가",20151022002134,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"유동구 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410432
6410433,"서울시내 어린이 놀이터 토양오염도 평가",20151022002135,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"이준복 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410433
6410434,"청계천 수로 복원과 어류 동향",20151022002140,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"배경석 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410434
6410435,"서울지역 유통 동물성한약재 중 중금속 함량",20151022002141,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"홍윤정 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410435
6410436,"시중 유통 한약재의 잔류이산화황에 대한 모니터링(II)",20151022002128,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"박원희 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410436
6410437,"서울지역 유통 한약재 중 잔류농약 모니터링(Ⅲ)",20151022002127,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"이정미 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410437
6410438,"화장품 중에 함유된 보존제 성분 조사 -페녹시에탄올의 분석",20151022002126,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"윤용태 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410438
6410439,"메이크업제품 중의 기능성 성분 분석",20151022002125,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"김유경 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410439
6410440,"HPLC를 이용한 생약제제 중 Cinnamic Acid의 추출과 정량",20151022002124,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"박양순 등",20130306,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410440
6410441,"서울지역 유통 건어물의 이산화황 잔류실태 조사",20151022002104,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"김동규 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410441
6410442,"서울시 유통 건조농산물 중의 농약잔류 실태 연구",20151022002053,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"김성단 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410442
6410443,"동시 다성분 분석법에 의한 농산물 중 Myclobutanil, Carfentrazone-ethyl, Pyraflufen-ethyl, Pyriftalid의 분석",20151022002122,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"이재규 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410443
6410444,"서울 강북지역 유통 농산물의 내분비장애 추정농약 잔류실태(Ⅴ)",20151022002121,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"조성애 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410444
6410445,"서울시 강북지역 유통 농산물 중의 농약 잔류실태 조사(Ⅶ)",20151022002120,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"박성규 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410445
6410446,"가락시장에 반입되는 농산물의 잔류농약실태(2005)",20151022002119,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"조한빈 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410446
6410447,"서울 강서지역 유통 농산물 중 내분비계 장애 추정농약의 잔류실태 조사",20151022002105,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"신재민 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410447
6410448,"채소류의 수세방법에 따른 클로르피리포스와 다이아지논 농약의 제거율",20151022002054,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"정보경 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410448
6410449,"수확 후 초음파 처리가 포도껍질 중 트란스-레스베라트롤의 함량에 미치는 효과",20151022002101,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"황래홍 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410449
6410450,"수입과일의 농약잔류 실태",20151022002100,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"윤은선 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410450
6410451,"GC에 의한 Triazamate 등 7종 농약의 동시 분석",20151022002059,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"두옥주 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410451
6410452,"시중 유통농산물 중의 농약 잔류실태 연구(2005)",20151022002058,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"정소영 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410452
6410453,"2005년도 서울시 강서지역 유통 농산물 중의 농약잔류 실태조사(Ⅰ)",20151022002057,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"김일영 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410453
6410454,"시중 유통농산물 중 내분비계 장애 추정농약의 잔류실태 조사(2005)",20151022002113,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"유영아 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410454
6410455,"시중에 유통 중인 해산어류의 부위별 중금속 분석에 관하여",20151022002102,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"황영옥 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410455
6410456,"서울지역 유통 김치 중 유해중금속 함량",20151022002103,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"김태랑 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410456
6410457,"시중 유통 고형추출차의 당함량",20151022002112,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"박영애 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410457
6410458,"아미노산 강화음료류의 아미노산 함량",20151022002114,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"김욱희 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410458
6410459,"한국산 주류 중의 Ethyl Carbamate 함량 조사",20151022002115,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"서영호 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410459
6410460,"시중 유통되는 식용유지별 항산화능 비교",20151022002116,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"양혜란 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410460
6410461,"양조식초의 이산화황 함량 분석",20151022002117,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"최영희 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410461
6410462,"HPLC/MS/MS를 이용한 French Fries와 스낵류에서의 Acrylamide 함량 분석",20151022002118,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"박건용 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410462
6410463,"식품중 발기부전치료제 및 그 유사물질의 동시분석",20151022002055,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"김남훈 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410463
6410464,"수산시장의 유통조건에 따른 장염비브리오균의 미생물학적 변화",20151022002056,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"이향 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410464
6410465,"종합병원 종사자에서 분리된 황색포도상구균의 장독소 및 항생제 감수성에 관한 연구",20151022002106,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"김무상 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410465
6410466,"환자에서 분리된 Shigella flexneri의 항생제 내성과 병원성 유전자에 대한 연구",20151022002107,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"승현정 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410466
6410467,"서울 설사 환자에서 분리한 Salmonella entericia serovar Enteritidis의 파지 형별 및 항생제 내성",20151022002108,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"김무상 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410467
6410468,"서울시내 먹는물의 분원성대장균군 오염현황",20151022002109,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"황광호 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410468
6410469,"식품에서 분리한 대장균의 항생제내성유형과 Ampicillin내성 균주의 β-lactamase유전자 검출",20151022002110,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"진영희 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410469
6410470,"설사환자로부터 분리된 Rotavirus의 외부 캡시드단백질 VP4와 VP7 유전자형 분석",20151022002111,정책연구자료,2005,건강,서울시전체,1229-3660,보건환경연구원,"이재인 등",20130228,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410470
6410471,"질소산화물과 휘발성유기화합물의 오존생성 기여도 평가",20151022002049,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"유승성 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410471
6410472,"최근 서울시 오존 오염 경향",20151022002044,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"안미진 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410472
6410473,"서울지역 대기 중 다환방향족탄화수소류의 발생원별 기여도 평가",20151022002052,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"박찬구 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410473
6410474,"서울시 양재동 지역의 먼지농도 및 성분의 특성에 관한 연구",20151022002045,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"조수석 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410474
6410475,"기상 조건에 따른 대기 중 다이옥신 농도 변화",20151022002046,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"최용석 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410475
6410476,"간선 도로변 대기 오염도 관리를 위한 교통량 변화 조사",20151022002051,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"정종흡 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410476
6410477,"서울시내 환경소음 및 도로교통소음의 특성에 관한 연구",20151022002050,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"김남진 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410477
6410478,"탄천 물재생센터 주변의 악취발생 물질의 거동에 관한 연구",20151022002047,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"김현국 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410478
6410479,"자동차 도장시설에서 발생하는 배출가스 특성",20151022002043,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"김광래 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410479
6410480,"서울시 다중이용시설의 실내공기질 특성에 관한 연구",20151022002048,정책연구자료,2005,환경,서울시전체,1229-3660,보건환경연구원,"류인철 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410480
6410481,"서울시 간선도로변 대기환경 특성",20151022002042,정책연구자료,2004,환경,서울시전체,1229-3660,보건환경연구원,"신도철 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410481
6410482,"서울지역 대기 중 다환방향족탄화수소류의 발생원별 정량적 기여도 평가",20151022002037,정책연구자료,2004,환경,서울시전체,1229-3660,보건환경연구원,"박찬구 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410482
6410483,"서울시 대기환경 중 Polychlorinated dibenzo-p-dioxins(PCDDs)/Polychlorinated dibenzofurans(PCDFs) 농도에 관한 연구",20151022002036,정책연구자료,2004,환경,서울시전체,1229-3660,보건환경연구원,"최용석 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410483
6410484,"방음벽 설치에 따른 주파수 특성 변화와 방음효과에 관한 연구",20151022002035,정책연구자료,2004,환경,서울시전체,1229-3660,보건환경연구원,"김영두 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410484
6410485,"실험실 공간의 실내공기질 특성에 관한 연구",20151022002038,정책연구자료,2004,환경,서울시전체,1229-3660,보건환경연구원,"류인철 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410485
6410486,"연속측정에 의한 VOCs 분포 특성",20151022002039,정책연구자료,2004,환경,서울시전체,1229-3660,보건환경연구원,"길혜경 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410486
6410487,"자동측정망에 의한 서울시 대기오염도 평가 -오존, 이산화질소, 미세먼지를 중심으로-",20151022002040,정책연구자료,2004,환경,서울시전체,1229-3660,보건환경연구원,"강미혜 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410487
6410488,"소규모 도장시설에서 발생하는 VOCs 배출량과 방지시설별 제거효율 산정",20151022002041,정책연구자료,2004,환경,서울시전체,1229-3660,보건환경연구원,"신진호 등",20130227,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410488
6410489,"Multiplex-PCR 및 Plasmid Profiling에 의한 Salmonella Typhimurium의 분자생물학적 특성",20151022002017,정책연구자료,2004,건강,서울시전체,1229-3660,보건환경연구원,"정윤태 등",20130221,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410489
6410490,"어패류에서 분리한 장염비브리오균의 항균제 감수성 및 분포",20151022002033,정책연구자료,2004,건강,서울시전체,1229-3660,보건환경연구원,"이향 등",20130221,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410490
6410491,"서울시내 식중독 설사환자로부터 분리한 Salmonella enterica serovar Typhimurium의 약제 다제내성과 Phage typing",20151022002032,정책연구자료,2004,건강,서울시전체,1229-3660,보건환경연구원,"오영희 등",20130221,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410491
6410492,"설사환자로부터 RT-PCR과 EIA를 이용한 Astrovirus의 검출",20151022002031,정책연구자료,2004,건강,서울시전체,1229-3660,보건환경연구원,"이재인 등",20130221,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410492
6410493,"Salmonella enterica serovar Typhimurium의 mutiplex-PCR을 이용한 항생제 내성유전자의 검출과 AFLP 분석",20151022002030,정책연구자료,2004,건강,서울시전체,1229-3660,보건환경연구원,"송미옥 등",20130221,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410493
6410494,"서울시내 식중독 환자에서 분리한 Shigella sonnei 분자 및 항생제 감수성 분석",20151022002029,정책연구자료,2004,건강,서울시전체,1229-3660,보건환경연구원,"이집호 등",20130221,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410494
6410495,"서울시내 약수터물에서 분리한 여시니아 엔테로콜리티카의 병원성과 항생제 내성에 관한 연구",20151022002028,정책연구자료,2004,건강,서울시전체,1229-3660,보건환경연구원,"황광호 등",20130221,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410495
6410496,"식품에서 분리한 대장균의 독소유전자 PCR 및 항균제감수성 특성",20151022002027,정책연구자료,2004,건강,서울시전체,1229-3660,보건환경연구원,"한창호 등",20130221,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410496
6410497,"시판 유통 한약재의 유독성 곰팡이 분포",20151022002026,정책연구자료,2004,건강,서울시전체,1229-3660,보건환경연구원,"이영기 등",20130221,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410497
6410498,"LC/MSD를 이용한 한약재 확인시험 및 함량시험에 관한 연구",20151022002025,정책연구자료,2004,건강,서울시전체,1229-3660,보건환경연구원,"홍윤정 등",20130221,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410498
